time,cell_id,x,y,radius
2.9000,5,0.000000,0.000000,5.0
2.9000,6,5.174370,0.000000,5.0
2.9000,7,10.500028,0.000000,5.0
2.9000,8,16.196827,0.000000,5.0
2.9000,9,22.632009,0.000000,5.0
2.9000,10,30.413894,0.000000,5.0
3.0000,0,-30.538420,0.000000,5.0
3.0000,1,-22.726706,0.000000,5.0
3.0000,2,-16.257874,0.000000,5.0
3.0000,3,-10.533968,0.000000,5.0
3.0000,4,-5.188964,0.000000,5.0
3.0000,5,0.000000,0.000000,5.0
3.0000,6,5.188964,0.000000,5.0
3.0000,7,10.533968,0.000000,5.0
3.0000,8,16.257874,0.000000,5.0
3.0000,9,22.726706,0.000000,5.0
3.0000,10,30.538420,0.000000,5.0
3.1000,0,-30.661070,0.000000,5.0
3.1000,1,-22.820708,0.000000,5.0
3.1000,2,-16.319135,0.000000,5.0
3.1000,3,-10.568447,0.000000,5.0
3.1000,4,-5.203950,0.000000,5.0
3.1000,5,0.000000,0.000000,5.0
3.1000,6,5.203950,0.000000,5.0
3.1000,7,10.568447,0.000000,5.0
3.1000,8,16.319135,0.000000,5.0
3.1000,9,22.820708,0.000000,5.0
3.1000,10,30.661070,0.000000,5.0
3.2000,0,-30.781925,0.000000,5.0
3.2000,1,-22.914017,0.000000,5.0
3.2000,2,-16.380568,0.000000,5.0
3.2000,3,-10.603421,0.000000,5.0
3.2000,4,-5.219303,0.000000,5.0
3.2000,5,0.000000,0.000000,5.0
3.2000,6,5.219303,0.000000,5.0
3.2000,7,10.603421,0.000000,5.0
3.2000,8,16.380568,0.000000,5.0
3.2000,9,22.914017,0.000000,5.0
3.2000,10,30.781925,0.000000,5.0
3.3000,0,-30.901058,0.000000,5.0
3.3000,1,-23.006635,0.000000,5.0
3.3000,2,-16.442134,0.000000,5.0
3.3000,3,-10.638845,0.000000,5.0
3.3000,4,-5.234998,0.000000,5.0
3.3000,5,0.000000,0.000000,5.0
3.3000,6,5.234998,0.000000,5.0
3.3000,7,10.638845,0.000000,5.0
3.3000,8,16.442134,0.000000,5.0
3.3000,9,23.006635,0.000000,5.0
3.3000,10,30.901058,0.000000,5.0
3.4000,0,-31.018540,0.000000,5.0
3.4000,1,-23.098567,0.000000,5.0
3.4000,2,-16.503799,0.000000,5.0
3.4000,3,-10.674680,0.000000,5.0
3.4000,4,-5.251009,0.000000,5.0
3.4000,5,0.000000,0.000000,5.0
3.4000,6,5.251009,0.000000,5.0
3.4000,7,10.674680,0.000000,5.0
3.4000,8,16.503799,0.000000,5.0
3.4000,9,23.098567,0.000000,5.0
3.4000,10,31.018540,0.000000,5.0
3.5000,0,-31.134435,0.000000,5.0
3.5000,1,-23.189816,0.000000,5.0
3.5000,2,-16.565528,0.000000,5.0
3.5000,3,-10.710889,0.000000,5.0
3.5000,4,-5.267314,0.000000,5.0
3.5000,5,0.000000,0.000000,5.0
3.5000,6,5.267314,0.000000,5.0
3.5000,7,10.710889,0.000000,5.0
3.5000,8,16.565528,0.000000,5.0
3.5000,9,23.189816,0.000000,5.0
3.5000,10,31.134435,0.000000,5.0
3.6000,0,-31.248802,0.000000,5.0
3.6000,1,-23.280388,0.000000,5.0
3.6000,2,-16.627294,0.000000,5.0
3.6000,3,-10.747434,0.000000,5.0
3.6000,4,-5.283890,0.000000,5.0
3.6000,5,0.000000,0.000000,5.0
3.6000,6,5.283890,0.000000,5.0
3.6000,7,10.747434,0.000000,5.0
3.6000,8,16.627294,0.000000,5.0
3.6000,9,23.280388,0.000000,5.0
3.6000,10,31.248802,0.000000,5.0
3.7000,0,-31.361699,0.000000,5.0
3.7000,1,-23.370289,0.000000,5.0
3.7000,2,-16.689068,0.000000,5.0
3.7000,3,-10.784283,0.000000,5.0
3.7000,4,-5.300717,0.000000,5.0
3.7000,5,0.000000,0.000000,5.0
3.7000,6,5.300717,0.000000,5.0
3.7000,7,10.784283,0.000000,5.0
3.7000,8,16.689068,0.000000,5.0
3.7000,9,23.370289,0.000000,5.0
3.7000,10,31.361699,0.000000,5.0
3.8000,0,-31.473179,0.000000,5.0
3.8000,1,-23.459523,0.000000,5.0
3.8000,2,-16.750825,0.000000,5.0
3.8000,3,-10.821404,0.000000,5.0
3.8000,4,-5.317774,0.000000,5.0
3.8000,5,0.000000,0.000000,5.0
3.8000,6,5.317774,0.000000,5.0
3.8000,7,10.821404,0.000000,5.0
3.8000,8,16.750825,0.000000,5.0
3.8000,9,23.459523,0.000000,5.0
3.8000,10,31.473179,0.000000,5.0
3.9000,0,-31.583290,0.000000,5.0
3.9000,1,-23.548099,0.000000,5.0
3.9000,2,-16.812543,0.000000,5.0
3.9000,3,-10.858768,0.000000,5.0
3.9000,4,-5.335043,0.000000,5.0
3.9000,5,0.000000,0.000000,5.0
3.9000,6,5.335043,0.000000,5.0
3.9000,7,10.858768,0.000000,5.0
3.9000,8,16.812543,0.000000,5.0
